Salt,Structure,Theory,Metal Basis Set,Halide Basis Set,Lattice Energy,a(0 K) [Angstrom],b(0 K) [Angstrom],c(0 K) [Angstrom],a(298 K) [Angstrom],b(298 K) [Angstrom],c(298 K) [Angstrom],Metal x,Metal y,Metal z,Halide x,Halide y,Halide z
LiI,NiAs,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.50E+02,4.173537,4.173537,6.914934,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.50E+02,5.942194,5.942194,5.942194,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.43E+02,4.532357,4.532357,4.532357,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBEsol-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.43E+02,4.559397,4.559397,7.325458,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,PBEsol-rVV10,pob_TZVP,pob_TZVP,-1.02E+03,4.043356,5.790405,3.343092,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,PBEsol-rVV10,pob_TZVP,pob_TZVP,-1.01E+03,2.80703,2.80703,4.860581,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,PBEsol-rVV10,pob_TZVP,pob_TZVP,-1.02E+03,4.042368,4.042368,4.042368,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,PBEsol-rVV10,pob_TZVP,pob_TZVP,-1.01E+03,3.086983,3.086983,3.086983,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,PBEsol-rVV10,pob_TZVP,pob_TZVP,-1.02E+03,3.34313,3.34313,4.043341,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,PBEsol-rVV10,pob_TZVP,pob_TZVP,-8.14E+02,5.122723,7.234569,4.17688,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,PBEsol-rVV10,pob_TZVP,pob_TZVP,-8.21E+02,3.534225,3.534225,6.014319,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,PBEsol-rVV10,pob_TZVP,pob_TZVP,-8.25E+02,5.068134,5.068134,5.068134,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,PBEsol-rVV10,pob_TZVP,pob_TZVP,-8.10E+02,3.849928,3.849928,3.849928,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,PBEsol-rVV10,pob_TZVP,pob_TZVP,-8.12E+02,3.942232,3.942232,5.996744,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.80E+02,5.44269,7.762593,4.481735,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.90E+02,3.769393,3.769393,6.383154,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.93E+02,5.398266,5.398266,5.398266,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.76E+02,4.130302,4.130302,4.130302,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.77E+02,4.202614,4.202614,6.517829,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBEsol-rVV10,pob_TZVP,Sapporo-TZP,-7.48E+02,6.14072,8.468891,4.889517,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBEsol-rVV10,pob_TZVP,Sapporo-TZP,-7.59E+02,4.17902,4.17902,6.90888,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBEsol-rVV10,pob_TZVP,Sapporo-TZP,-7.59E+02,5.946676,5.946676,5.946676,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBEsol-rVV10,pob_TZVP,Sapporo-TZP,-7.50E+02,4.537355,4.537355,4.537355,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBEsol-rVV10,pob_TZVP,Sapporo-TZP,-7.50E+02,4.554819,4.554819,7.368923,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.44E+02,5.502463,8.04936,4.6473,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.52E+02,3.818401,3.818401,6.707558,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.58E+02,5.531031,5.531031,5.531031,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.29E+02,4.307707,4.307707,4.307707,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,PBEsol-rVV10,pob_TZVP,pob_TZVP,-7.31E+02,4.324923,4.324923,6.969577,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.00E+02,5.514734,7.779444,4.491464,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.08E+02,3.797872,3.797872,6.401546,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.10E+02,5.434133,5.434133,5.434133,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.98E+02,4.147856,4.147856,4.147856,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.98E+02,4.203228,4.203228,6.606408,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.51E+02,6.082866,8.42852,4.866208,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.62E+02,4.154643,4.154643,6.880869,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.62E+02,5.91358,5.91358,5.91358,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.52E+02,4.509812,4.509812,4.509812,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PBEsol-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.52E+02,4.536747,4.536747,7.289116,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,PW86r,pob_TZVP,pob_TZVP,-9.98E+02,4.110623,5.866239,3.386874,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,PW86r,pob_TZVP,pob_TZVP,-9.93E+02,2.858396,2.858396,4.937827,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,PW86r,pob_TZVP,pob_TZVP,-1.00E+03,4.113521,4.113521,4.113521,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,PW86r,pob_TZVP,pob_TZVP,-9.94E+02,3.126951,3.126951,3.126951,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,PW86r,pob_TZVP,pob_TZVP,-9.97E+02,3.179856,3.179856,4.914219,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,PW86r,pob_TZVP,pob_TZVP,-7.95E+02,5.318753,7.315569,4.223646,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,PW86r,pob_TZVP,pob_TZVP,-7.95E+02,3.632193,3.632193,6.179543,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,PW86r,pob_TZVP,pob_TZVP,-8.00E+02,5.208688,5.208688,5.208688,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,PW86r,pob_TZVP,pob_TZVP,-7.96E+02,3.912769,3.912769,3.912769,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,PW86r,pob_TZVP,pob_TZVP,-7.97E+02,3.956004,3.956004,6.266222,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PW86r,pob_TZVP,pob_TZVP,-7.50E+02,5.672328,7.910455,4.567103,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PW86r,pob_TZVP,pob_TZVP,-7.51E+02,3.906176,3.906176,6.609128,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PW86r,pob_TZVP,pob_TZVP,-7.54E+02,5.589981,5.589981,5.589981,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PW86r,pob_TZVP,pob_TZVP,-7.52E+02,4.228232,4.228232,4.228232,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PW86r,pob_TZVP,pob_TZVP,-7.52E+02,4.25772,4.25772,6.824323,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PW86r,pob_TZVP,Sapporo-TZP,-7.17E+02,6.579405,8.605019,4.96811,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PW86r,pob_TZVP,Sapporo-TZP,-7.16E+02,4.350319,4.350319,7.213234,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PW86r,pob_TZVP,Sapporo-TZP,-7.16E+02,6.196669,6.196669,6.196669,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PW86r,pob_TZVP,Sapporo-TZP,-7.22E+02,4.670062,4.670062,4.670062,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PW86r,pob_TZVP,Sapporo-TZP,-7.23E+02,4.68223,4.68223,7.602677,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,PW86r,pob_TZVP,pob_TZVP,-7.31E+02,5.611244,8.155407,4.708526,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,PW86r,pob_TZVP,pob_TZVP,-7.35E+02,3.903487,3.903487,6.814892,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,PW86r,pob_TZVP,pob_TZVP,-7.41E+02,5.644277,5.644277,5.644277,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,PW86r,pob_TZVP,pob_TZVP,-7.20E+02,4.358885,4.358885,4.358885,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,PW86r,pob_TZVP,pob_TZVP,-7.21E+02,4.376301,4.376301,7.053661,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.72E+02,5.76436,7.925618,4.575857,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.72E+02,3.931872,3.931872,6.625223,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.74E+02,5.625143,5.625143,5.625143,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.75E+02,4.248472,4.248472,4.248472,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.75E+02,4.27083,4.27083,6.885862,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.20E+02,6.54454,8.549234,4.935902,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.19E+02,4.323625,4.323625,7.177672,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.19E+02,6.159971,6.159971,6.159971,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.25E+02,4.641983,4.641983,4.641983,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,PW86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.25E+02,4.655918,4.655918,7.552534,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,SCAN,pob_TZVP,pob_TZVP,-1.04E+03,4.002663,5.722155,3.303688,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,SCAN,pob_TZVP,pob_TZVP,-1.03E+03,2.78556,2.78556,4.801071,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,SCAN,pob_TZVP,pob_TZVP,-1.04E+03,4.005858,4.005858,4.005858,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,SCAN,pob_TZVP,pob_TZVP,-1.03E+03,3.055653,3.055653,3.055653,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,SCAN,pob_TZVP,pob_TZVP,-1.03E+03,3.072156,3.072156,4.928014,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,SCAN,pob_TZVP,pob_TZVP,-8.19E+02,5.138316,7.279518,4.202831,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,SCAN,pob_TZVP,pob_TZVP,-8.26E+02,3.57788,3.57788,6.080089,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,SCAN,pob_TZVP,pob_TZVP,-8.31E+02,5.11782,5.11782,5.11782,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,SCAN,pob_TZVP,pob_TZVP,-8.19E+02,3.860953,3.860953,3.860953,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,SCAN,pob_TZVP,pob_TZVP,-8.20E+02,3.876894,3.876894,6.232755,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,SCAN,pob_TZVP,pob_TZVP,-7.23E+02,5.580464,7.805983,4.506786,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,SCAN,pob_TZVP,pob_TZVP,-7.30E+02,3.842204,3.842204,6.509288,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,SCAN,pob_TZVP,pob_TZVP,-7.34E+02,5.514406,5.514406,5.514406,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,SCAN,pob_TZVP,pob_TZVP,-7.24E+02,4.160936,4.160936,4.160936,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,SCAN,pob_TZVP,pob_TZVP,-7.25E+02,4.165403,4.165403,6.805788,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,SCAN,pob_TZVP,Sapporo-TZP,-7.28E+02,6.328396,8.574962,4.950757,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,SCAN,pob_TZVP,Sapporo-TZP,-7.32E+02,4.30677,4.30677,7.119808,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,SCAN,pob_TZVP,Sapporo-TZP,-7.32E+02,6.10742,6.10742,6.10742,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,SCAN,pob_TZVP,Sapporo-TZP,-7.33E+02,4.619441,4.619441,4.619441,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,SCAN,pob_TZVP,Sapporo-TZP,-7.34E+02,4.620969,4.620969,7.564538,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,SCAN,pob_TZVP,pob_TZVP,-7.61E+02,5.533038,8.040854,4.642389,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,SCAN,pob_TZVP,pob_TZVP,-7.71E+02,3.808608,3.808608,6.76275,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,SCAN,pob_TZVP,pob_TZVP,-7.77E+02,5.528523,5.528523,5.528523,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,SCAN,pob_TZVP,pob_TZVP,-7.46E+02,4.296411,4.296411,4.296411,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,SCAN,pob_TZVP,pob_TZVP,-7.47E+02,4.314937,4.314937,6.954863,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.86E+02,5.762843,7.803773,4.50551,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.90E+02,3.868445,3.868445,6.539333,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.93E+02,5.568025,5.568025,5.568025,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.87E+02,4.189461,4.189461,4.189461,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.90E+02,4.206454,4.206454,6.904873,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.28E+02,6.561555,8.413578,4.857582,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.33E+02,4.236081,4.236081,7.127519,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.34E+02,6.051621,6.051621,6.051621,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.34E+02,4.579824,4.579824,4.579824,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,SCAN-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.34E+02,4.578033,4.578033,7.444676,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,SCAN-rVV10,pob_TZVP,pob_TZVP,-1.04E+03,3.993583,5.706486,3.294642,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,SCAN-rVV10,pob_TZVP,pob_TZVP,-1.04E+03,2.777827,2.777827,4.7883,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,SCAN-rVV10,pob_TZVP,pob_TZVP,-1.05E+03,3.995012,3.995012,3.995012,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,SCAN-rVV10,pob_TZVP,pob_TZVP,-1.03E+03,3.047833,3.047833,3.047833,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,SCAN-rVV10,pob_TZVP,pob_TZVP,-1.04E+03,3.064079,3.064079,4.916616,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,SCAN-rVV10,pob_TZVP,pob_TZVP,-8.28E+02,5.124689,7.248747,4.185066,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,SCAN-rVV10,pob_TZVP,pob_TZVP,-8.40E+02,3.556132,3.556132,6.052842,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,SCAN-rVV10,pob_TZVP,pob_TZVP,-8.42E+02,5.098875,5.098875,5.098875,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,SCAN-rVV10,pob_TZVP,pob_TZVP,-8.28E+02,3.844436,3.844436,3.844436,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,SCAN-rVV10,pob_TZVP,pob_TZVP,-8.29E+02,3.859401,3.859401,6.217202,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.34E+02,5.559818,7.759293,4.47983,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.43E+02,3.821871,3.821871,6.472108,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.47E+02,5.46655,5.46655,5.46655,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.34E+02,4.140989,4.140989,4.140989,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.35E+02,4.146499,4.146499,6.775644,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,SCAN-rVV10,pob_TZVP,Sapporo-TZP,-7.40E+02,6.498011,8.415065,4.85844,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,SCAN-rVV10,pob_TZVP,Sapporo-TZP,-7.47E+02,4.282291,4.282291,7.058412,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,SCAN-rVV10,pob_TZVP,Sapporo-TZP,-7.47E+02,6.069552,6.069552,6.069552,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,SCAN-rVV10,pob_TZVP,Sapporo-TZP,-7.45E+02,4.587947,4.587947,4.587947,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,SCAN-rVV10,pob_TZVP,Sapporo-TZP,-7.46E+02,4.595276,4.595276,7.497369,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.71E+02,5.512194,8.006306,4.622443,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.83E+02,3.789869,3.789869,6.731129,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.90E+02,5.50351,5.50351,5.50351,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.55E+02,4.274807,4.274807,4.274807,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,SCAN-rVV10,pob_TZVP,pob_TZVP,-7.56E+02,4.294288,4.294288,6.925891,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.97E+02,5.74245,7.764875,4.483053,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.03E+02,3.849356,3.849356,6.4053,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.05E+02,5.496885,5.496885,5.496885,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.97E+02,4.162203,4.162203,4.162203,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.99E+02,4.185327,4.185327,6.865464,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.41E+02,6.460363,8.366009,4.830117,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.48E+02,4.212055,4.212055,7.082187,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.49E+02,6.014018,6.014018,6.014018,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.46E+02,4.547347,4.547347,4.547347,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,SCAN-rVV10-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.46E+02,4.547356,4.547356,7.413272,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,SG4,pob_TZVP,pob_TZVP,-9.96E+02,4.076348,5.827635,3.364587,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,SG4,pob_TZVP,pob_TZVP,-9.94E+02,2.827412,2.827412,4.893366,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,SG4,pob_TZVP,pob_TZVP,-1.00E+03,4.070745,4.070745,4.070745,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,SG4,pob_TZVP,pob_TZVP,-9.91E+02,3.108041,3.108041,3.108041,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,SG4,pob_TZVP,pob_TZVP,-9.94E+02,3.167573,3.167573,4.862474,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,SG4,pob_TZVP,pob_TZVP,-7.95E+02,5.143226,7.300613,4.215011,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,SG4,pob_TZVP,pob_TZVP,-8.00E+02,3.548628,3.548628,6.04057,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,SG4,pob_TZVP,pob_TZVP,-8.03E+02,5.088678,5.088678,5.088678,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,SG4,pob_TZVP,pob_TZVP,-7.92E+02,3.886515,3.886515,3.886515,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,SG4,pob_TZVP,pob_TZVP,-7.93E+02,3.977626,3.977626,6.050676,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,SG4,pob_TZVP,pob_TZVP,-7.58E+02,5.456782,7.833409,4.522621,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,SG4,pob_TZVP,pob_TZVP,-7.67E+02,3.779401,3.779401,6.403277,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,SG4,pob_TZVP,pob_TZVP,-7.69E+02,5.413364,5.413364,5.413364,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,SG4,pob_TZVP,pob_TZVP,-7.54E+02,4.167084,4.167084,4.167084,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,SG4,pob_TZVP,pob_TZVP,-7.55E+02,4.257972,4.257972,6.504154,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,SG4,pob_TZVP,Sapporo-TZP,-7.26E+02,6.158033,8.537346,4.929039,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,SG4,pob_TZVP,Sapporo-TZP,-7.36E+02,4.189253,4.189253,6.923184,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,SG4,pob_TZVP,Sapporo-TZP,-7.36E+02,5.961153,5.961153,5.961153,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,SG4,pob_TZVP,Sapporo-TZP,-7.28E+02,4.576376,4.576376,4.576376,,,,0,0,0,0.25,0.25,0.25
