1.500000	-419.191774
1.600000	-422.390382
1.700000	-424.694461
1.800000	-426.347500
1.900000	-427.529675
2.000000	-428.372715
2.100000	-428.972784
2.200000	-429.399380
2.300000	-429.701430
2.400000	-429.913773
2.500000	-430.060888
2.600000	-430.160306
2.700000	-430.224424
2.800000	-430.262403
2.900000	-430.281296
3.000000	-430.285857
3.100000	-430.279896
3.200000	-430.266393
3.300000	-430.247317
3.400000	-430.224445
3.500000	-430.198825
3.600000	-430.171484
3.700000	-430.143118
3.800000	-430.114088
3.900000	-430.084903
4.000000	-430.055841
4.100000	-430.026982
4.200000	-429.998695
4.300000	-429.970963
4.400000	-429.943908
4.500000	-429.917614
4.600000	-429.891872
4.700000	-429.867010
4.800000	-429.842740
4.900000	-429.819466
5.000000	-429.796794
5.100000	-429.774803
5.200000	-429.753726
5.300000	-429.733143
5.400000	-429.713409
5.500000	-429.694141
5.600000	-429.675601
5.700000	-429.657760
5.800000	-429.640348
5.900000	-429.623699
6.000000	-429.607351
6.100000	-429.591600
6.200000	-429.576420
6.300000	-429.561579
6.400000	-429.547408
6.500000	-429.533538
6.600000	-429.520118
6.700000	-429.507121
6.800000	-429.494437
6.900000	-429.482162
7.000000	-429.470318
